path,label,loaded,face_detected,fallback_used,x,y,w,h,face_area_ratio
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00249.jpg,fake,True,True,False,42,56,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00259.jpg,fake,True,True,False,45,54,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00273.jpg,fake,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00283.jpg,fake,True,True,False,40,50,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00289.jpg,fake,True,True,False,31,45,195,195,0.5802
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00291.jpg,fake,True,True,False,38,47,189,189,0.5451
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00300.jpg,fake,True,True,False,39,56,176,176,0.4727
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00319.jpg,fake,True,True,False,41,53,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00327.jpg,fake,True,True,False,35,55,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00352.jpg,fake,True,True,False,48,58,163,163,0.4054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00355.jpg,fake,True,True,False,38,58,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00365.jpg,fake,True,True,False,42,52,176,176,0.4727
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00369.jpg,fake,True,True,False,44,55,167,167,0.4256
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00376.jpg,fake,True,True,False,36,48,186,186,0.5279
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00381.jpg,fake,True,True,False,40,49,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00388.jpg,fake,True,True,False,45,61,165,165,0.4154
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00396.jpg,fake,True,True,False,36,50,185,185,0.5222
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00399.jpg,fake,True,True,False,42,53,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00407.jpg,fake,True,True,False,37,65,164,164,0.4104
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00417.jpg,fake,True,True,False,34,48,189,189,0.5451
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00419.jpg,fake,True,True,False,25,40,194,194,0.5743
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00433.jpg,fake,True,True,False,40,50,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00438.jpg,fake,True,True,False,41,53,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00439.jpg,fake,True,True,False,48,57,168,168,0.4307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00454.jpg,fake,True,True,False,41,59,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00455.jpg,fake,True,True,False,36,51,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00472.jpg,fake,True,True,False,51,58,155,155,0.3666
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00475.jpg,fake,True,True,False,45,60,167,167,0.4256
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00496.jpg,fake,True,True,False,42,63,166,166,0.4205
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00504.jpg,fake,True,True,False,37,53,181,181,0.4999
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00508.jpg,fake,True,True,False,40,61,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00509.jpg,fake,True,True,False,40,51,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00528.jpg,fake,True,True,False,38,52,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00530.jpg,fake,True,True,False,40,57,173,173,0.4567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00550.jpg,fake,True,True,False,47,58,164,164,0.4104
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00564.jpg,fake,True,True,False,42,64,162,162,0.4005
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00566.jpg,fake,True,True,False,36,48,183,183,0.511
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00578.jpg,fake,True,True,False,37,49,183,183,0.511
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00583.jpg,fake,True,True,False,39,51,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00611.jpg,fake,True,True,False,50,57,165,165,0.4154
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00640.jpg,fake,True,True,False,42,53,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00669.jpg,fake,True,True,False,38,43,183,183,0.511
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00682.jpg,fake,True,True,False,38,53,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00684.jpg,fake,True,True,False,29,44,194,194,0.5743
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00689.jpg,fake,True,True,False,38,53,181,181,0.4999
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00696.jpg,fake,True,True,False,37,53,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00699.jpg,fake,True,True,False,37,50,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00702.jpg,fake,True,True,False,42,52,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00731.jpg,fake,True,True,False,21,33,209,209,0.6665
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00747.jpg,fake,True,True,False,43,58,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00749.jpg,fake,True,True,False,35,49,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00759.jpg,fake,True,True,False,35,49,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00760.jpg,fake,True,True,False,33,45,190,190,0.5508
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00770.jpg,fake,True,True,False,45,53,166,166,0.4205
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00773.jpg,fake,True,True,False,46,59,168,168,0.4307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00778.jpg,fake,True,True,False,45,58,166,166,0.4205
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00779.jpg,fake,True,True,False,48,55,163,163,0.4054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00781.jpg,fake,True,True,False,34,47,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00782.jpg,fake,True,True,False,39,51,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00788.jpg,fake,True,True,False,38,53,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00818.jpg,fake,True,True,False,45,56,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00831.jpg,fake,True,True,False,36,57,173,173,0.4567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00845.jpg,fake,True,True,False,38,51,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00856.jpg,fake,True,True,False,38,52,176,176,0.4727
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00861.jpg,fake,True,True,False,44,63,163,163,0.4054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00862.jpg,fake,True,True,False,48,57,165,165,0.4154
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00864.jpg,fake,True,True,False,36,52,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00867.jpg,fake,True,True,False,32,40,196,196,0.5862
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00868.jpg,fake,True,True,False,40,51,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00875.jpg,fake,True,True,False,48,67,157,157,0.3761
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00887.jpg,fake,True,True,False,35,46,189,189,0.5451
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00889.jpg,fake,True,True,False,36,50,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00895.jpg,fake,True,True,False,40,55,168,168,0.4307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00902.jpg,fake,True,True,False,39,52,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00903.jpg,fake,True,True,False,45,52,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00906.jpg,fake,True,True,False,45,57,168,168,0.4307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00907.jpg,fake,True,True,False,43,54,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00919.jpg,fake,True,True,False,41,57,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00941.jpg,fake,True,True,False,45,52,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00944.jpg,fake,True,True,False,39,49,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01001.jpg,fake,True,True,False,40,51,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01009.jpg,fake,True,True,False,40,55,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01013.jpg,fake,True,True,False,35,55,185,185,0.5222
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01027.jpg,fake,True,True,False,41,55,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01044.jpg,fake,True,True,False,39,50,181,181,0.4999
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01055.jpg,fake,True,True,False,43,55,168,168,0.4307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01101.jpg,fake,True,True,False,31,44,188,188,0.5393
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01131.jpg,fake,True,True,False,41,51,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01154.jpg,fake,True,True,False,38,50,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01171.jpg,fake,True,True,False,44,59,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01180.jpg,fake,True,True,False,37,51,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01189.jpg,fake,True,True,False,42,54,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01214.jpg,fake,True,True,False,36,52,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01238.jpg,fake,True,True,False,44,56,170,170,0.441
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01247.jpg,fake,True,True,False,42,49,189,189,0.5451
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01257.jpg,fake,True,True,False,38,52,181,181,0.4999
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01273.jpg,fake,True,True,False,37,53,176,176,0.4727
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01285.jpg,fake,True,True,False,29,44,192,192,0.5625
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01302.jpg,fake,True,True,False,38,50,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01306.jpg,fake,True,True,False,39,53,173,173,0.4567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01316.jpg,fake,True,True,False,43,49,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01321.jpg,fake,True,True,False,33,47,186,186,0.5279
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01328.jpg,fake,True,True,False,40,51,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01332.jpg,fake,True,True,False,45,52,167,167,0.4256
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01345.jpg,fake,True,True,False,50,61,159,159,0.3858
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01347.jpg,fake,True,True,False,37,51,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01372.jpg,fake,True,True,False,36,49,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01373.jpg,fake,True,True,False,34,50,184,184,0.5166
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01391.jpg,fake,True,True,False,39,54,173,173,0.4567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01392.jpg,fake,True,True,False,39,51,181,181,0.4999
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01412.jpg,fake,True,True,False,45,61,165,165,0.4154
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01418.jpg,fake,True,True,False,37,45,188,188,0.5393
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01419.jpg,fake,True,True,False,42,53,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01425.jpg,fake,True,True,False,37,47,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01426.jpg,fake,True,True,False,43,53,173,173,0.4567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01438.jpg,fake,True,True,False,38,50,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01449.jpg,fake,True,True,False,35,47,187,187,0.5336
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01452.jpg,fake,True,True,False,38,51,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01459.jpg,fake,True,True,False,41,56,168,168,0.4307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01461.jpg,fake,True,True,False,36,48,181,181,0.4999
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01463.jpg,fake,True,True,False,33,49,188,188,0.5393
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01475.jpg,fake,True,True,False,46,60,163,163,0.4054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01486.jpg,fake,True,True,False,41,57,173,173,0.4567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01490.jpg,fake,True,True,False,33,49,186,186,0.5279
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01503.jpg,fake,True,True,False,41,55,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01522.jpg,fake,True,True,False,47,59,161,161,0.3955
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01530.jpg,fake,True,True,False,33,48,188,188,0.5393
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01559.jpg,fake,True,True,False,37,50,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01575.jpg,fake,True,True,False,40,49,181,181,0.4999
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01583.jpg,fake,True,True,False,48,61,165,165,0.4154
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01587.jpg,fake,True,True,False,33,49,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01590.jpg,fake,True,True,False,39,51,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01606.jpg,fake,True,True,False,69,77,135,135,0.2781
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01629.jpg,fake,True,True,False,46,57,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01634.jpg,fake,True,True,False,39,60,170,170,0.441
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01645.jpg,fake,True,True,False,46,59,161,161,0.3955
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01653.jpg,fake,True,True,False,25,35,199,199,0.6043
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01655.jpg,fake,True,True,False,42,56,176,176,0.4727
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01664.jpg,fake,True,True,False,51,70,158,158,0.3809
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01676.jpg,fake,True,True,False,47,60,162,162,0.4005
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01679.jpg,fake,True,True,False,47,60,160,160,0.3906
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01681.jpg,fake,True,True,False,44,53,167,167,0.4256
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01683.jpg,fake,True,True,False,44,59,163,163,0.4054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01687.jpg,fake,True,True,False,46,52,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01690.jpg,fake,True,True,False,43,57,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01702.jpg,fake,True,True,False,44,58,168,168,0.4307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01707.jpg,fake,True,True,False,44,58,167,167,0.4256
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01712.jpg,fake,True,True,False,42,58,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01722.jpg,fake,True,True,False,42,54,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01750.jpg,fake,True,True,False,35,47,185,185,0.5222
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01768.jpg,fake,True,True,False,43,50,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01774.jpg,fake,True,True,False,62,61,144,144,0.3164
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01800.jpg,fake,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01802.jpg,fake,True,True,False,52,64,157,157,0.3761
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01806.jpg,fake,True,True,False,45,56,164,164,0.4104
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01811.jpg,fake,True,True,False,40,52,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01820.jpg,fake,True,True,False,43,56,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01825.jpg,fake,True,True,False,40,53,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01843.jpg,fake,True,True,False,36,56,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01844.jpg,fake,True,True,False,40,51,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01852.jpg,fake,True,True,False,46,54,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01853.jpg,fake,True,True,False,51,62,166,166,0.4205
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01858.jpg,fake,True,True,False,30,43,194,194,0.5743
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01876.jpg,fake,True,True,False,41,55,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01879.jpg,fake,True,True,False,38,52,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01902.jpg,fake,True,True,False,49,57,162,162,0.4005
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01922.jpg,fake,True,True,False,42,50,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01931.jpg,fake,True,True,False,37,48,188,188,0.5393
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01946.jpg,fake,True,True,False,40,53,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01981.jpg,fake,True,True,False,50,56,156,156,0.3713
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01998.jpg,fake,True,True,False,37,53,179,179,0.4889
