path,label,loaded,face_detected,fallback_used,x,y,w,h,face_area_ratio,crop_width,crop_height,crop_area_ratio,crop_aspect_ratio
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01922.jpg,real,True,True,False,41,61,168,168,0.4307,234,228,0.8141,1.0263
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01923.jpg,real,True,True,False,37,57,180,180,0.4944,252,235,0.9036,1.0723
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01944.jpg,real,True,True,False,36,51,177,177,0.478,247,240,0.9045,1.0292
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01949.jpg,real,True,True,False,37,53,182,182,0.5054,254,239,0.9263,1.0628
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01951.jpg,real,True,True,False,51,52,178,178,0.4835,240,239,0.8752,1.0042
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01958.jpg,real,True,False,True,,,,,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01965.jpg,real,True,True,False,38,49,177,177,0.478,247,242,0.9121,1.0207
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01976.jpg,real,True,True,False,39,52,177,177,0.478,247,239,0.9008,1.0335
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01992.jpg,real,True,True,False,45,55,168,168,0.4307,234,234,0.8355,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01995.jpg,real,True,True,False,33,48,188,188,0.5393,256,245,0.957,1.0449
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01999.jpg,real,True,True,False,24,44,191,191,0.5567,253,250,0.9651,1.012
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00029.jpg,fake,True,True,False,41,57,167,167,0.4256,233,232,0.8248,1.0043
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00030.jpg,fake,True,True,False,45,57,167,167,0.4256,233,232,0.8248,1.0043
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00037.jpg,fake,True,True,False,45,69,165,165,0.4154,231,220,0.7755,1.05
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00039.jpg,fake,True,True,False,37,55,170,170,0.441,238,235,0.8534,1.0128
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00040.jpg,fake,True,True,False,42,56,170,170,0.441,238,234,0.8498,1.0171
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00044.jpg,fake,True,True,False,40,50,174,174,0.462,242,240,0.8862,1.0083
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00050.jpg,fake,True,True,False,41,52,176,176,0.4727,246,239,0.8971,1.0293
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00058.jpg,fake,True,True,False,40,51,175,175,0.4673,245,240,0.8972,1.0208
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00067.jpg,fake,True,True,False,41,52,180,180,0.4944,251,240,0.9192,1.0458
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00088.jpg,fake,True,True,False,35,54,175,175,0.4673,245,237,0.886,1.0338
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00104.jpg,fake,True,True,False,37,44,185,185,0.5222,256,249,0.9727,1.0281
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00113.jpg,fake,True,True,False,42,57,176,176,0.4727,246,234,0.8784,1.0513
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00118.jpg,fake,True,True,False,35,47,190,190,0.5508,256,247,0.9648,1.0364
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00124.jpg,fake,True,True,False,36,48,185,185,0.5222,256,245,0.957,1.0449
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00130.jpg,fake,True,True,False,37,52,187,187,0.5336,256,241,0.9414,1.0622
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00180.jpg,fake,True,True,False,34,46,187,187,0.5336,256,247,0.9648,1.0364
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00182.jpg,fake,True,True,False,42,52,177,177,0.478,247,239,0.9008,1.0335
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00184.jpg,fake,True,True,False,37,52,178,178,0.4835,248,239,0.9044,1.0377
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00188.jpg,fake,True,True,False,38,48,178,178,0.4835,248,243,0.9196,1.0206
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00190.jpg,fake,True,True,False,42,58,169,169,0.4358,235,231,0.8283,1.0173
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00193.jpg,fake,True,True,False,46,59,166,166,0.4205,232,230,0.8142,1.0087
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00194.jpg,fake,True,True,False,34,49,189,189,0.5451,256,244,0.9531,1.0492
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00197.jpg,fake,True,True,False,34,45,185,185,0.5222,256,248,0.9688,1.0323
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00199.jpg,fake,True,True,False,35,50,183,183,0.511,254,242,0.9379,1.0496
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00201.jpg,fake,True,True,False,39,53,177,177,0.478,247,238,0.897,1.0378
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00203.jpg,fake,True,True,False,46,62,164,164,0.4104,228,226,0.7863,1.0088
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00217.jpg,fake,True,True,False,46,58,166,166,0.4205,232,231,0.8177,1.0043
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00244.jpg,fake,True,True,False,43,58,175,175,0.4673,245,233,0.871,1.0515
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00246.jpg,fake,True,True,False,42,53,174,174,0.462,242,237,0.8752,1.0211
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00249.jpg,fake,True,True,False,42,56,171,171,0.4462,239,234,0.8534,1.0214
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00259.jpg,fake,True,True,False,45,54,169,169,0.4358,235,235,0.8427,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00273.jpg,fake,True,False,True,,,,,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00283.jpg,fake,True,True,False,40,50,178,178,0.4835,248,241,0.912,1.029
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00289.jpg,fake,True,True,False,31,45,195,195,0.5802,256,250,0.9766,1.024
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00291.jpg,fake,True,True,False,38,47,189,189,0.5451,255,246,0.9572,1.0366
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00300.jpg,fake,True,True,False,39,56,176,176,0.4727,246,235,0.8821,1.0468
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00319.jpg,fake,True,True,False,41,53,174,174,0.462,242,237,0.8752,1.0211
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00327.jpg,fake,True,True,False,35,55,178,178,0.4835,248,236,0.8931,1.0508
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00352.jpg,fake,True,True,False,48,58,163,163,0.4054,227,227,0.7863,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00355.jpg,fake,True,True,False,38,58,171,171,0.4462,239,232,0.8461,1.0302
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00365.jpg,fake,True,True,False,42,52,176,176,0.4727,246,239,0.8971,1.0293
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00369.jpg,fake,True,True,False,44,55,167,167,0.4256,233,233,0.8284,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00376.jpg,fake,True,True,False,36,48,186,186,0.5279,256,245,0.957,1.0449
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00381.jpg,fake,True,True,False,40,49,177,177,0.478,247,242,0.9121,1.0207
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00388.jpg,fake,True,True,False,45,61,165,165,0.4154,231,228,0.8036,1.0132
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00396.jpg,fake,True,True,False,36,50,185,185,0.5222,256,243,0.9492,1.0535
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00399.jpg,fake,True,True,False,42,53,171,171,0.4462,239,237,0.8643,1.0084
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00407.jpg,fake,True,True,False,37,65,164,164,0.4104,228,223,0.7758,1.0224
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00417.jpg,fake,True,True,False,34,48,189,189,0.5451,256,245,0.957,1.0449
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00419.jpg,fake,True,True,False,25,40,194,194,0.5743,256,254,0.9922,1.0079
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00433.jpg,fake,True,True,False,40,50,177,177,0.478,247,241,0.9083,1.0249
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00438.jpg,fake,True,True,False,41,53,175,175,0.4673,245,238,0.8897,1.0294
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00439.jpg,fake,True,True,False,48,57,168,168,0.4307,234,232,0.8284,1.0086
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00454.jpg,fake,True,True,False,41,59,169,169,0.4358,235,230,0.8247,1.0217
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00455.jpg,fake,True,True,False,36,51,178,178,0.4835,248,240,0.9082,1.0333
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00472.jpg,fake,True,True,False,51,58,155,155,0.3666,217,217,0.7185,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00475.jpg,fake,True,True,False,45,60,167,167,0.4256,233,229,0.8142,1.0175
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00496.jpg,fake,True,True,False,42,63,166,166,0.4205,232,226,0.8,1.0265
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00504.jpg,fake,True,True,False,37,53,181,181,0.4999,253,239,0.9227,1.0586
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00508.jpg,fake,True,True,False,40,61,169,169,0.4358,235,228,0.8176,1.0307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00509.jpg,fake,True,True,False,40,51,178,178,0.4835,248,240,0.9082,1.0333
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00528.jpg,fake,True,True,False,38,52,180,180,0.4944,252,240,0.9229,1.05
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00530.jpg,fake,True,True,False,40,57,173,173,0.4567,241,233,0.8568,1.0343
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00550.jpg,fake,True,True,False,47,58,164,164,0.4104,228,228,0.7932,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00564.jpg,fake,True,True,False,42,64,162,162,0.4005,226,224,0.7725,1.0089
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00566.jpg,fake,True,True,False,36,48,183,183,0.511,255,244,0.9494,1.0451
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00578.jpg,fake,True,True,False,37,49,183,183,0.511,255,243,0.9455,1.0494
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00583.jpg,fake,True,True,False,39,51,180,180,0.4944,252,241,0.9267,1.0456
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00611.jpg,fake,True,True,False,50,57,165,165,0.4154,231,231,0.8142,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00640.jpg,fake,True,True,False,42,53,179,179,0.4889,249,238,0.9043,1.0462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00669.jpg,fake,True,True,False,38,43,183,183,0.511,254,249,0.9651,1.0201
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00682.jpg,fake,True,True,False,38,53,182,182,0.5054,254,239,0.9263,1.0628
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00684.jpg,fake,True,True,False,29,44,194,194,0.5743,256,250,0.9766,1.024
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00689.jpg,fake,True,True,False,38,53,181,181,0.4999,253,239,0.9227,1.0586
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00696.jpg,fake,True,True,False,37,53,179,179,0.4889,249,238,0.9043,1.0462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00699.jpg,fake,True,True,False,37,50,180,180,0.4944,252,242,0.9305,1.0413
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00702.jpg,fake,True,True,False,42,52,175,175,0.4673,245,239,0.8935,1.0251
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00731.jpg,fake,True,True,False,21,33,209,209,0.6665,256,256,1.0,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00747.jpg,fake,True,True,False,43,58,171,171,0.4462,239,232,0.8461,1.0302
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00749.jpg,fake,True,True,False,35,49,182,182,0.5054,253,243,0.9381,1.0412
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00759.jpg,fake,True,True,False,35,49,182,182,0.5054,253,243,0.9381,1.0412
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00760.jpg,fake,True,True,False,33,45,190,190,0.5508,256,249,0.9727,1.0281
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00770.jpg,fake,True,True,False,45,53,166,166,0.4205,232,232,0.8213,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00773.jpg,fake,True,True,False,46,59,168,168,0.4307,234,230,0.8212,1.0174
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00778.jpg,fake,True,True,False,45,58,166,166,0.4205,232,231,0.8177,1.0043
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00779.jpg,fake,True,True,False,48,55,163,163,0.4054,227,227,0.7863,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00781.jpg,fake,True,True,False,34,47,182,182,0.5054,252,245,0.9421,1.0286
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00782.jpg,fake,True,True,False,39,51,177,177,0.478,247,240,0.9045,1.0292
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00788.jpg,fake,True,True,False,38,53,182,182,0.5054,254,239,0.9263,1.0628
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00818.jpg,fake,True,True,False,45,56,171,171,0.4462,239,234,0.8534,1.0214
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00831.jpg,fake,True,True,False,36,57,173,173,0.4567,241,233,0.8568,1.0343
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00845.jpg,fake,True,True,False,38,51,180,180,0.4944,252,241,0.9267,1.0456
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00856.jpg,fake,True,True,False,38,52,176,176,0.4727,246,239,0.8971,1.0293
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00861.jpg,fake,True,True,False,44,63,163,163,0.4054,227,225,0.7793,1.0089
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00862.jpg,fake,True,True,False,48,57,165,165,0.4154,231,231,0.8142,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00864.jpg,fake,True,True,False,36,52,182,182,0.5054,254,240,0.9302,1.0583
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00867.jpg,fake,True,True,False,32,40,196,196,0.5862,256,255,0.9961,1.0039
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00868.jpg,fake,True,True,False,40,51,178,178,0.4835,248,240,0.9082,1.0333
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00875.jpg,fake,True,True,False,48,67,157,157,0.3761,219,219,0.7318,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00887.jpg,fake,True,True,False,35,46,189,189,0.5451,256,247,0.9648,1.0364
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00889.jpg,fake,True,True,False,36,50,179,179,0.4889,249,241,0.9157,1.0332
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00895.jpg,fake,True,True,False,40,55,168,168,0.4307,234,234,0.8355,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00902.jpg,fake,True,True,False,39,52,179,179,0.4889,249,239,0.9081,1.0418
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00903.jpg,fake,True,True,False,45,52,171,171,0.4462,239,238,0.868,1.0042
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00906.jpg,fake,True,True,False,45,57,168,168,0.4307,234,232,0.8284,1.0086
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00907.jpg,fake,True,True,False,43,54,172,172,0.4514,240,236,0.8643,1.0169
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00919.jpg,fake,True,True,False,41,57,169,169,0.4358,235,232,0.8319,1.0129
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00941.jpg,fake,True,True,False,45,52,180,180,0.4944,247,240,0.9045,1.0292
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00944.jpg,fake,True,True,False,39,49,178,178,0.4835,248,242,0.9158,1.0248
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01001.jpg,fake,True,True,False,40,51,175,175,0.4673,245,240,0.8972,1.0208
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01009.jpg,fake,True,True,False,40,55,172,172,0.4514,240,235,0.8606,1.0213
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01013.jpg,fake,True,True,False,35,55,185,185,0.5222,256,238,0.9297,1.0756
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01027.jpg,fake,True,True,False,41,55,169,169,0.4358,235,234,0.8391,1.0043
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01044.jpg,fake,True,True,False,39,50,181,181,0.4999,253,242,0.9342,1.0455
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01055.jpg,fake,True,True,False,43,55,168,168,0.4307,234,234,0.8355,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01101.jpg,fake,True,True,False,31,44,188,188,0.5393,256,249,0.9727,1.0281
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01131.jpg,fake,True,True,False,41,51,172,172,0.4514,240,239,0.8752,1.0042
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01154.jpg,fake,True,True,False,38,50,182,182,0.5054,254,242,0.9379,1.0496
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01171.jpg,fake,True,True,False,44,59,169,169,0.4358,235,230,0.8247,1.0217
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01180.jpg,fake,True,True,False,37,51,178,178,0.4835,248,240,0.9082,1.0333
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01189.jpg,fake,True,True,False,42,54,171,171,0.4462,239,236,0.8607,1.0127
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01214.jpg,fake,True,True,False,36,52,180,180,0.4944,252,240,0.9229,1.05
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01238.jpg,fake,True,True,False,44,56,170,170,0.441,238,234,0.8498,1.0171
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01247.jpg,fake,True,True,False,42,49,189,189,0.5451,251,244,0.9345,1.0287
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01257.jpg,fake,True,True,False,38,52,181,181,0.4999,253,240,0.9265,1.0542
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01273.jpg,fake,True,True,False,37,53,176,176,0.4727,246,238,0.8934,1.0336
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01285.jpg,fake,True,True,False,29,44,192,192,0.5625,256,250,0.9766,1.024
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01302.jpg,fake,True,True,False,38,50,179,179,0.4889,249,241,0.9157,1.0332
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01306.jpg,fake,True,True,False,39,53,173,173,0.4567,241,237,0.8715,1.0169
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01316.jpg,fake,True,True,False,43,49,182,182,0.5054,249,243,0.9233,1.0247
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01321.jpg,fake,True,True,False,33,47,186,186,0.5279,256,246,0.9609,1.0407
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01328.jpg,fake,True,True,False,40,51,177,177,0.478,247,240,0.9045,1.0292
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01332.jpg,fake,True,True,False,45,52,167,167,0.4256,233,233,0.8284,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01345.jpg,fake,True,True,False,50,61,159,159,0.3858,221,221,0.7453,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01347.jpg,fake,True,True,False,37,51,182,182,0.5054,254,241,0.9341,1.0539
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01372.jpg,fake,True,True,False,36,49,179,179,0.4889,249,242,0.9195,1.0289
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01373.jpg,fake,True,True,False,34,50,184,184,0.5166,254,242,0.9379,1.0496
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01391.jpg,fake,True,True,False,39,54,173,173,0.4567,241,236,0.8679,1.0212
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01392.jpg,fake,True,True,False,39,51,181,181,0.4999,253,241,0.9304,1.0498
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01412.jpg,fake,True,True,False,45,61,165,165,0.4154,231,228,0.8036,1.0132
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01418.jpg,fake,True,True,False,37,45,188,188,0.5393,256,248,0.9688,1.0323
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01419.jpg,fake,True,True,False,42,53,175,175,0.4673,245,238,0.8897,1.0294
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01425.jpg,fake,True,True,False,37,47,180,180,0.4944,252,245,0.9421,1.0286
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01426.jpg,fake,True,True,False,43,53,173,173,0.4567,241,237,0.8715,1.0169
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01438.jpg,fake,True,True,False,38,50,175,175,0.4673,245,241,0.901,1.0166
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01449.jpg,fake,True,True,False,35,47,187,187,0.5336,256,246,0.9609,1.0407
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01452.jpg,fake,True,True,False,38,51,175,175,0.4673,245,240,0.8972,1.0208
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01459.jpg,fake,True,True,False,41,56,168,168,0.4307,234,233,0.8319,1.0043
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01461.jpg,fake,True,True,False,36,48,181,181,0.4999,253,244,0.942,1.0369
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01463.jpg,fake,True,True,False,33,49,188,188,0.5393,256,244,0.9531,1.0492
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01475.jpg,fake,True,True,False,46,60,163,163,0.4054,227,227,0.7863,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01486.jpg,fake,True,True,False,41,57,173,173,0.4567,241,233,0.8568,1.0343
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01490.jpg,fake,True,True,False,33,49,186,186,0.5279,256,244,0.9531,1.0492
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01503.jpg,fake,True,True,False,41,55,174,174,0.462,242,235,0.8678,1.0298
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01522.jpg,fake,True,True,False,47,59,161,161,0.3955,225,225,0.7725,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01530.jpg,fake,True,True,False,33,48,188,188,0.5393,256,245,0.957,1.0449
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01559.jpg,fake,True,True,False,37,50,180,180,0.4944,252,242,0.9305,1.0413
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01575.jpg,fake,True,True,False,40,49,181,181,0.4999,252,243,0.9344,1.037
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01583.jpg,fake,True,True,False,48,61,165,165,0.4154,231,228,0.8036,1.0132
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01587.jpg,fake,True,True,False,33,49,182,182,0.5054,251,243,0.9307,1.0329
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01590.jpg,fake,True,True,False,39,51,179,179,0.4889,249,240,0.9119,1.0375
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01606.jpg,fake,True,True,False,69,77,135,135,0.2781,189,189,0.5451,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01629.jpg,fake,True,True,False,46,57,169,169,0.4358,235,232,0.8319,1.0129
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01634.jpg,fake,True,True,False,39,60,170,170,0.441,238,230,0.8353,1.0348
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01645.jpg,fake,True,True,False,46,59,161,161,0.3955,225,225,0.7725,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01653.jpg,fake,True,True,False,25,35,199,199,0.6043,256,256,1.0,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01655.jpg,fake,True,True,False,42,56,176,176,0.4727,246,235,0.8821,1.0468
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01664.jpg,fake,True,True,False,51,70,158,158,0.3809,220,217,0.7285,1.0138
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01676.jpg,fake,True,True,False,47,60,162,162,0.4005,226,226,0.7794,1.0
